"id","x","y"
"1",-0.894634080946502,-0.44498218424595
"2",-0.674087313399454,0.64243875876951
"3",0.498124993939505,0.805606644822731
"4",0.735354748795375,-0.0519068492834405
"5",0.166030282948991,-1.03680114324728
"6",0.656448100678049,-1.11920483240896
"7",-0.946118506004508,-0.244074874826938
"8",-0.163214334199128,-1.26525537981041
"9",-1.01348919208397,0.120576029315446
"10",-0.628199236462324,-0.289950691482402
"11",0.824557223490095,-0.192173554737931
"12",-0.81995714879918,-0.240232397810887
"13",0.349309212771503,-0.869601292543138
"14",0.269905810592297,0.721771272547935
"15",0.460402186192227,1.16219955023923
"16",-0.691828813678482,0.63024098846501
"17",-0.463175956846325,-0.843267263484037
"18",1.33104823303054,-0.231499881801946
"19",0.593606988435152,-0.666557413051419
"20",1.10361763360403,0.235427694271282
"21",-0.32900525403888,0.809943841615052
"22",-0.748989024011814,0.59054196849876
"23",0.961224129074982,0.160980162905489
"24",0.319721202454148,-0.878082487601873
"25",-0.0201443479692676,1.15171441665174
"26",-0.640023580376081,-0.557809622415013
"27",0.601534985511502,0.857273005366432
"28",-0.960893136100141,0.0102254082157709
"29",-0.61595246436429,0.899677131591883
"30",-0.249531219092644,1.18326428746802
"31",0.608766676016278,1.05878511297256
"32",0.792268828796089,-0.122826022980189
"33",-0.27864392817691,0.671386377863596
"34",-0.89393712360833,0.643528842794271
"35",-0.610830914691504,-0.413224636095504
"36",0.81611404819186,-0.147083411320745
"37",-0.323822218564884,0.931556834822587
"38",-0.0941360777965711,1.07142649975203
"39",-0.400374119365217,-1.00313450728497
"40",1.32985195503033,-0.0756214904600865
"41",0.549356320484185,-0.947659344651546
"42",0.451126972021191,0.427106590120987
"43",-0.218165358937458,-1.09281096789021
"44",0.193822947804766,-0.970134728184896
"45",-0.508962419674852,0.695808444825208
"46",0.121628476932893,0.874637555691914
"47",0.292954180535258,-0.665443621696809
"48",0.079689800446412,-0.818785215260322
"49",0.163824849201456,0.92379314215723
"50",-0.738306117664571,1.15455277217604
"51",-0.939043895758348,0.678891690498197
"52",0.160361519925564,-0.588447866557009
"53",-0.591321145827654,-0.978423094265597
"54",-0.755111440550783,-0.86214519801868
"55",0.555272117318309,0.696841323347693
"56",0.27405405495864,1.02475755232214
"57",0.3252499726438,0.954273761262469
"58",-0.96908897476896,-0.750485665085755
"59",-0.275299536547167,0.442491203483161
"60",0.376854533915514,-1.41569632091279
"61",0.544847355529935,-0.851170398190346
"62",0.375963525551027,-1.21116573111435
"63",0.68819417528665,0.111532942670983
"64",-0.437097885401513,-1.0900614828889
"65",-0.596975382220566,-1.0059536801865
"66",0.436521897638994,0.942615249593053
"67",0.477346561133374,-1.06471008891498
"68",0.447060404720158,0.72239404772701
"69",-0.365279473286594,-0.604229628997445
"70",-0.140400351125749,0.803068135472877
"71",0.980654003170722,-0.454441149112197
"72",0.614729142328104,-0.616088484571862
"73",0.864127931084481,-0.380331341483014
